query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
"restaurant, Jeddah, Makkah, Saudi Arabia",فول الموحد باب مكه,0x15c3cfdcde957f15:0x9729c382e3228245,ChIJFX-V3tzPwxURRYIi44LDKZc,"https://www.google.com/maps/place/%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87/@21.486413,39.1903758,14z/data=!4m8!1m2!2m1!1s%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87!3m4!1s0x15c3cfdcde957f15:0x9729c382e3228245!8m2!3d21.486413!4d39.1903758","https://search.google.com/local/reviews?placeid=ChIJFX-V3tzPwxURRYIi44LDKZc&q=restaurant,+Jeddah,+Makkah,+Saudi+Arabia&authuser=0&hl=ar&gl=SA","{""1"": 1, ""2"": 0, ""3"": 3, ""4"": 0, ""5"": 11}",4.3,ChZDSUhNMG9nS0VJQ0FnSUNtbGFiY0pnEAE,https://www.google.com/maps/contrib/107692328458557114125?hl=ar,نجد العذبة,107692328458557114125,https://lh3.googleusercontent.com/a-/AOh14GjEA6Rpevo5jxUjlsCQjNyUdig32X8xnE0M5ToW=s120-c-c0x00000000-cc-rp-mo-ba3-br100,من اقدم الفوالين في المنطقة التاريخية زمان والله اتمنى من صاحب العمائر التعديل والتطوير اكثر تماشيا مع ان منطقة البلد منطقة ضمن التراث العالمي والتعديل في بعض الأمور وكمان البوفية التي جنبه الأهتمام اكثر العمارة تاريخية وقديمه اتوقع لها حركة مره اخرى مع الهدد اللي صاير في الجهة المقابله لهم اتمنى لكم كل التوفيق,https://lh3.googleusercontent.com/a-/AOh14GjEA6Rpevo5jxUjlsCQjNyUdig32X8xnE0M5ToW,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNtbGFiY0pnEAE!2m1!1s0x0:0x9729c382e3228245!3m1!1s2@1:CIHM0ogKEICAgICmlabcJg%7CCgwIzLLRjgYQwKyKyQM%7C?hl=ar,5,1641306444,01/04/2022 14:27:24,0,-7554291933013441979
"restaurant, Jeddah, Makkah, Saudi Arabia",فول الموحد باب مكه,0x15c3cfdcde957f15:0x9729c382e3228245,ChIJFX-V3tzPwxURRYIi44LDKZc,"https://www.google.com/maps/place/%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87/@21.486413,39.1903758,14z/data=!4m8!1m2!2m1!1s%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87!3m4!1s0x15c3cfdcde957f15:0x9729c382e3228245!8m2!3d21.486413!4d39.1903758","https://search.google.com/local/reviews?placeid=ChIJFX-V3tzPwxURRYIi44LDKZc&q=restaurant,+Jeddah,+Makkah,+Saudi+Arabia&authuser=0&hl=ar&gl=SA","{""1"": 1, ""2"": 0, ""3"": 3, ""4"": 0, ""5"": 11}",4.3,ChdDSUhNMG9nS0VJQ0FnSURrdTVtSzNRRRAB,https://www.google.com/maps/contrib/103263256293986393435?hl=ar,M Moha,103263256293986393435,https://lh3.googleusercontent.com/a-/AOh14GjAwWL2MVdsSvT9TN9LOWH0cCdIt_QOfclbBsuT0g=s120-c-c0x00000000-cc-rp-mo-ba3-br100,ممتاز  مريح  شعبي من رموز جدة القديمة مشهور بالاكلات الشعبية والخدمة الجيدة والناس الطيبة حقين أول  وأسعار بصراحة ما حد ينافسه  الله يبارك للقائمين على المطعم,https://lh3.googleusercontent.com/a-/AOh14GjAwWL2MVdsSvT9TN9LOWH0cCdIt_QOfclbBsuT0g,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURrdTVtSzNRRRAB!2m1!1s0x0:0x9729c382e3228245!3m1!1s2@1:CIHM0ogKEICAgIDku5mK3QE%7CCgwIyfyR6QUQ2LywkAM%7C?hl=ar,5,1562672713,07/09/2019 11:45:13,0,-7554291933013441979
"restaurant, Jeddah, Makkah, Saudi Arabia",فول الموحد باب مكه,0x15c3cfdcde957f15:0x9729c382e3228245,ChIJFX-V3tzPwxURRYIi44LDKZc,"https://www.google.com/maps/place/%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87/@21.486413,39.1903758,14z/data=!4m8!1m2!2m1!1s%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87!3m4!1s0x15c3cfdcde957f15:0x9729c382e3228245!8m2!3d21.486413!4d39.1903758","https://search.google.com/local/reviews?placeid=ChIJFX-V3tzPwxURRYIi44LDKZc&q=restaurant,+Jeddah,+Makkah,+Saudi+Arabia&authuser=0&hl=ar&gl=SA","{""1"": 1, ""2"": 0, ""3"": 3, ""4"": 0, ""5"": 11}",4.3,ChZDSUhNMG9nS0VJQ0FnSURNNmZ6NUZREAE,https://www.google.com/maps/contrib/118372128835949627911?hl=ar,m. bataher,118372128835949627911,https://lh3.googleusercontent.com/a-/AOh14GiRz2I7lfnrWA6aa4sALMLzH8W0_FcTxAdfLF0_9g=s120-c-c0x00000000-cc-rp-mo-br100,افضل مطعم شعبي من ناحية الأسعار والطعم .. لم أفكر لحد الآن بأن أذهب لمطعم غيره رغم وجود الكثير ... أنصح الجميع بتجربته,https://lh3.googleusercontent.com/a-/AOh14GiRz2I7lfnrWA6aa4sALMLzH8W0_FcTxAdfLF0_9g,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURNNmZ6NUZREAE!2m1!1s0x0:0x9729c382e3228245!3m1!1s2@1:CIHM0ogKEICAgIDM6fz5FQ%7CCgwIw-DA8AUQoOjIxgM%7C?hl=ar,5,1588704534,05/05/2020 18:48:54,2,-7554291933013441979
"restaurant, Jeddah, Makkah, Saudi Arabia",فول الموحد باب مكه,0x15c3cfdcde957f15:0x9729c382e3228245,ChIJFX-V3tzPwxURRYIi44LDKZc,"https://www.google.com/maps/place/%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87/@21.486413,39.1903758,14z/data=!4m8!1m2!2m1!1s%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87!3m4!1s0x15c3cfdcde957f15:0x9729c382e3228245!8m2!3d21.486413!4d39.1903758","https://search.google.com/local/reviews?placeid=ChIJFX-V3tzPwxURRYIi44LDKZc&q=restaurant,+Jeddah,+Makkah,+Saudi+Arabia&authuser=0&hl=ar&gl=SA","{""1"": 1, ""2"": 0, ""3"": 3, ""4"": 0, ""5"": 11}",4.3,ChdDSUhNMG9nS0VJQ0FnSUNXMEo3azFnRRAB,https://www.google.com/maps/contrib/113646733536521664430?hl=ar,عزو مسعود,113646733536521664430,https://lh3.googleusercontent.com/a-/AOh14GhCMRpW4t_fbOi3_Yt22AdRZlLgkQ6FVFqEMvs0HDU=s120-c-c0x00000000-cc-rp-mo-br100,رهيب الصراحه ومتواظع,https://lh3.googleusercontent.com/a-/AOh14GhCMRpW4t_fbOi3_Yt22AdRZlLgkQ6FVFqEMvs0HDU,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNXMEo3azFnRRAB!2m1!1s0x0:0x9729c382e3228245!3m1!1s2@1:CIHM0ogKEICAgICW0J7k1gE%7CCgsI1vuukAYQyKLKUA%7C?hl=ar,5,1644936662,02/15/2022 14:51:02,0,-7554291933013441979
"restaurant, Jeddah, Makkah, Saudi Arabia",فول الموحد باب مكه,0x15c3cfdcde957f15:0x9729c382e3228245,ChIJFX-V3tzPwxURRYIi44LDKZc,"https://www.google.com/maps/place/%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87/@21.486413,39.1903758,14z/data=!4m8!1m2!2m1!1s%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87!3m4!1s0x15c3cfdcde957f15:0x9729c382e3228245!8m2!3d21.486413!4d39.1903758","https://search.google.com/local/reviews?placeid=ChIJFX-V3tzPwxURRYIi44LDKZc&q=restaurant,+Jeddah,+Makkah,+Saudi+Arabia&authuser=0&hl=ar&gl=SA","{""1"": 1, ""2"": 0, ""3"": 3, ""4"": 0, ""5"": 11}",4.3,ChdDSUhNMG9nS0VJQ0FnSURpek9TYm1RRRAB,https://www.google.com/maps/contrib/108539984705598192982?hl=ar,ابرهام لينكولن,108539984705598192982,https://lh3.googleusercontent.com/a/AATXAJz2opVzgjLKlsamuU8rYjEmfR6Hzt48jUslPYogcg=s120-c-c0x00000000-cc-rp-mo-ba5-br100,لابأس به بس المكان تنقصه النظافه,https://lh3.googleusercontent.com/a/AATXAJz2opVzgjLKlsamuU8rYjEmfR6Hzt48jUslPYogcg,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURpek9TYm1RRRAB!2m1!1s0x0:0x9729c382e3228245!3m1!1s2@1:CIHM0ogKEICAgIDizOSbmQE%7CCgwIlfmC_gUQ8J_i1QM%7C?hl=ar,1,1606466709,11/27/2020 08:45:09,0,-7554291933013441979
"restaurant, Jeddah, Makkah, Saudi Arabia",فول الموحد باب مكه,0x15c3cfdcde957f15:0x9729c382e3228245,ChIJFX-V3tzPwxURRYIi44LDKZc,"https://www.google.com/maps/place/%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87/@21.486413,39.1903758,14z/data=!4m8!1m2!2m1!1s%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87!3m4!1s0x15c3cfdcde957f15:0x9729c382e3228245!8m2!3d21.486413!4d39.1903758","https://search.google.com/local/reviews?placeid=ChIJFX-V3tzPwxURRYIi44LDKZc&q=restaurant,+Jeddah,+Makkah,+Saudi+Arabia&authuser=0&hl=ar&gl=SA","{""1"": 1, ""2"": 0, ""3"": 3, ""4"": 0, ""5"": 11}",4.3,ChZDSUhNMG9nS0VJQ0FnSUNzanNEYWRBEAE,https://www.google.com/maps/contrib/104440692374875682454?hl=ar,GHASSAN BANAFEA,104440692374875682454,https://lh3.googleusercontent.com/a-/AOh14GgHDp63ZMRs78D7jbUsClWQ0RO8HsthI-dw0ZWBSg=s120-c-c0x00000000-cc-rp-mo-br100,من افضل المطاعم الشعبية اللي تقدم الفطور اليمني المعروف سواء من ناحية السعر والخدمة والتعامل...,https://lh3.googleusercontent.com/a-/AOh14GgHDp63ZMRs78D7jbUsClWQ0RO8HsthI-dw0ZWBSg,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNzanNEYWRBEAE!2m1!1s0x0:0x9729c382e3228245!3m1!1s2@1:CIHM0ogKEICAgICsjsDadA%7CCgwI9uzW8QUQiPrAlgE%7C?hl=ar,5,1580578422,02/01/2020 17:33:42,0,-7554291933013441979
"restaurant, Jeddah, Makkah, Saudi Arabia",فول الموحد باب مكه,0x15c3cfdcde957f15:0x9729c382e3228245,ChIJFX-V3tzPwxURRYIi44LDKZc,"https://www.google.com/maps/place/%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87/@21.486413,39.1903758,14z/data=!4m8!1m2!2m1!1s%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87!3m4!1s0x15c3cfdcde957f15:0x9729c382e3228245!8m2!3d21.486413!4d39.1903758","https://search.google.com/local/reviews?placeid=ChIJFX-V3tzPwxURRYIi44LDKZc&q=restaurant,+Jeddah,+Makkah,+Saudi+Arabia&authuser=0&hl=ar&gl=SA","{""1"": 1, ""2"": 0, ""3"": 3, ""4"": 0, ""5"": 11}",4.3,ChZDSUhNMG9nS0VJQ0FnSURtMnYzOVF3EAE,https://www.google.com/maps/contrib/115820125623024269847?hl=ar,hafed atwah,115820125623024269847,https://lh3.googleusercontent.com/a-/AOh14Gj6_DEL8qzBv9veI8toxp2iouIPqEscEINUTHmyGas=s120-c-c0x00000000-cc-rp-mo-ba4-br100,ممتاز جدا جدا,https://lh3.googleusercontent.com/a-/AOh14Gj6_DEL8qzBv9veI8toxp2iouIPqEscEINUTHmyGas,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtMnYzOVF3EAE!2m1!1s0x0:0x9729c382e3228245!3m1!1s2@1:CIHM0ogKEICAgIDm2v39Qw%7CCgsIxajBjwYQgP-4eA%7C?hl=ar,5,1643140165,01/25/2022 19:49:25,1,-7554291933013441979
"restaurant, Jeddah, Makkah, Saudi Arabia",فول الموحد باب مكه,0x15c3cfdcde957f15:0x9729c382e3228245,ChIJFX-V3tzPwxURRYIi44LDKZc,"https://www.google.com/maps/place/%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87/@21.486413,39.1903758,14z/data=!4m8!1m2!2m1!1s%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87!3m4!1s0x15c3cfdcde957f15:0x9729c382e3228245!8m2!3d21.486413!4d39.1903758","https://search.google.com/local/reviews?placeid=ChIJFX-V3tzPwxURRYIi44LDKZc&q=restaurant,+Jeddah,+Makkah,+Saudi+Arabia&authuser=0&hl=ar&gl=SA","{""1"": 1, ""2"": 0, ""3"": 3, ""4"": 0, ""5"": 11}",4.3,ChdDSUhNMG9nS0VJQ0FnSURpdktPY3lnRRAB,https://www.google.com/maps/contrib/101558909850831723616?hl=ar,Mohammed Mohsin,101558909850831723616,https://lh3.googleusercontent.com/a-/AOh14GhWhZRFMNt20MegumFrmUiN59GL7xY7DS3RfEx0mg=s120-c-c0x00000000-cc-rp-mo-ba3-br100,ممتاز جدا,https://lh3.googleusercontent.com/a-/AOh14GhWhZRFMNt20MegumFrmUiN59GL7xY7DS3RfEx0mg,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURpdktPY3lnRRAB!2m1!1s0x0:0x9729c382e3228245!3m1!1s2@1:CIHM0ogKEICAgIDivKOcygE%7CCgwI-92L_gUQkJLMlAE%7C?hl=ar,5,1606610683,11/29/2020 00:44:43,1,-7554291933013441979
"restaurant, Jeddah, Makkah, Saudi Arabia",فول الموحد باب مكه,0x15c3cfdcde957f15:0x9729c382e3228245,ChIJFX-V3tzPwxURRYIi44LDKZc,"https://www.google.com/maps/place/%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87/@21.486413,39.1903758,14z/data=!4m8!1m2!2m1!1s%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87!3m4!1s0x15c3cfdcde957f15:0x9729c382e3228245!8m2!3d21.486413!4d39.1903758","https://search.google.com/local/reviews?placeid=ChIJFX-V3tzPwxURRYIi44LDKZc&q=restaurant,+Jeddah,+Makkah,+Saudi+Arabia&authuser=0&hl=ar&gl=SA","{""1"": 1, ""2"": 0, ""3"": 3, ""4"": 0, ""5"": 11}",4.3,ChdDSUhNMG9nS0VJQ0FnSURBM2FQQXFBRRAB,https://www.google.com/maps/contrib/101572559453567887806?hl=ar,منوعات اليوتيوب,101572559453567887806,https://lh3.googleusercontent.com/a-/AOh14GhPzECpW_OqbxOVcTLhtaefHVc21XjCUyO5K7ct=s120-c-c0x00000000-cc-rp-mo-ba5-br100,لا بأس فيه,https://lh3.googleusercontent.com/a-/AOh14GhPzECpW_OqbxOVcTLhtaefHVc21XjCUyO5K7ct,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURBM2FQQXFBRRAB!2m1!1s0x0:0x9729c382e3228245!3m1!1s2@1:CIHM0ogKEICAgIDA3aPAqAE%7CCgwIl_DP2wUQgKWftAE%7C?hl=ar,3,1534326807,08/15/2018 09:53:27,2,-7554291933013441979
"restaurant, Jeddah, Makkah, Saudi Arabia",فول الموحد باب مكه,0x15c3cfdcde957f15:0x9729c382e3228245,ChIJFX-V3tzPwxURRYIi44LDKZc,"https://www.google.com/maps/place/%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87/@21.486413,39.1903758,14z/data=!4m8!1m2!2m1!1s%D9%81%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF+%D8%A8%D8%A7%D8%A8+%D9%85%D9%83%D9%87!3m4!1s0x15c3cfdcde957f15:0x9729c382e3228245!8m2!3d21.486413!4d39.1903758","https://search.google.com/local/reviews?placeid=ChIJFX-V3tzPwxURRYIi44LDKZc&q=restaurant,+Jeddah,+Makkah,+Saudi+Arabia&authuser=0&hl=ar&gl=SA","{""1"": 1, ""2"": 0, ""3"": 3, ""4"": 0, ""5"": 11}",4.3,ChZDSUhNMG9nS0VJQ0FnSUNtOU1yalFnEAE,https://www.google.com/maps/contrib/101259506929460204426?hl=ar,Iqbaal Muhamed,101259506929460204426,https://lh3.googleusercontent.com/a/AATXAJyQdaDDWYGqyQHC6SByn_QB-w2oI7DOwhDpqcNN=s120-c-c0x00000000-cc-rp-mo-br100,,https://lh3.googleusercontent.com/a/AATXAJyQdaDDWYGqyQHC6SByn_QB-w2oI7DOwhDpqcNN,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNtOU1yalFnEAE!2m1!1s0x0:0x9729c382e3228245!3m1!1s2@1:CIHM0ogKEICAgICm9MrjQg%7CCgwIsMOAjgYQuPK79QI%7C?hl=ar,5,1639981488,12/20/2021 06:24:48,0,-7554291933013441979
